entity,label,definition,variables,parent_label,parent_IRI
http://purl.obolibrary.org/obo/DRON_00030554,Erythromycin syrup,,ext bv ptreat st::syp  erythromycin,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00030841,Desloratadine syrup,,ext bv ptreat st::syp  desloratadine,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00030873,Moxclav syrup,,ext bv ptreat st::syp  moxaclave,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00030925,Mefenamic acid,,ext bv ptreat st::mefenamic acid,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00031432,Fexofenadine,,ext bv ptreat st::fexiphenadine,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00031867,Flucloxacillin syrup,,ext bv ptreat st::syp  flucloxacillin,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00031892,Acyclovir syrup,,ext bv ptreat st::syp  acyclovir,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00031946,Fluconazole syrup,,ext bv ptreat st::syp  fluconazole,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00031951,Aquaphen syrup,,ext bv ptreat st::aquaphen syp,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00032047,Cotrimoxazole syrup,,ext bv ptreat st::syp  cotrimoxasole,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00032549,Cipro ear drops,,ext bv ptreat st::cipro ear drop,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00051859,Baby zinc tablet,,ext bv ptreat st::tab  baby zinc,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/DRON_00775058,Gentamicin ear drops,,ext bv ptreat st::gentamycinr ear drop,Medication; Current medication,http://purl.obolibrary.org/obo/EUPATH_0025092
http://purl.obolibrary.org/obo/EFO_0000264,Antibody,,Antibody,Histone modification,http://purl.obolibrary.org/obo/GO_0016570
http://purl.obolibrary.org/obo/EFO_0000683,Replicate,,Replicate,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609
http://purl.obolibrary.org/obo/EFO_0004309,Platelet result (/mm3),Platelets results,BC-3 mothers delivery database FINAL::plt; BC-3 mothers expanded database FINAL::plt; BC-3 enrollment database FINAL::plt,Blood test,http://purl.obolibrary.org/obo/EUPATH_0011795
http://purl.obolibrary.org/obo/ENVO_00000004,Country,,Country,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448
http://purl.obolibrary.org/obo/ENVO_00000070,Built-environment,MIxS environmental package,,Environment information,http://purl.obolibrary.org/obo/EUPATH_0000587
http://purl.obolibrary.org/obo/ENVO_00000176,Elevation (feet),the elevation of the sampling site as measured by the vertical distance from mean sea level,elevation,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448
http://purl.obolibrary.org/obo/ENVO_00000428,Environment (biome),"Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Biome should be treated as the descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous wood",env biome,Environment information,http://purl.obolibrary.org/obo/EUPATH_0000587
http://purl.obolibrary.org/obo/ENVO_00000501,Bed,"Whether the household had a bed.; Whether the household had a bed. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",bed; hh 00m::bed; hh 18m::bed; hh 06m::bed; hh 12m::bed; wami 0 5y::fseamatt; camas; BED; BC3 Household Survey Data::bed; fseamatt,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_00000856,"City, village, or region",,city,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448
http://purl.obolibrary.org/obo/ENVO_00002297,Local environment,"Environmental feature level includes geographic environmental features. Compared to biome, feature is a descriptor of the more local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org",env feature,Environment information,http://purl.obolibrary.org/obo/EUPATH_0000587
http://purl.obolibrary.org/obo/ENVO_00003064,Drinking water source,"Main source of drinking water for members of the household.; The main source of drinking water for members of the household. If the source varies by season, the main source used at the time of interview. Other sources of drinking water were considered 'Improved,' except for Peru where it was considered 'Unimproved' due to site-specific circumstances. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.; Primary source of drinking water; During the last two weeks, has your household ever obtained drinking water from any of the following sources?",swater; hh 00m::swater; hh 18m::otherscs; hh 12m::swater; hh 18m::swater; hh 06m::otherscs; hh 12m::otherscs; hh 06m::swater; wami 0 5y::fsewdrink; ext bv ses::watr; BC3 Household Survey Data::swater; BC3 Household Survey Data::otherscs; water; fsewdrink,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731
http://purl.obolibrary.org/obo/ENVO_00010483,Environment (material),"The environmental material level refers to the material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Environmental material terms are generally mass nouns. Examples include: air, soil, or water",env matter,Environment information,http://purl.obolibrary.org/obo/EUPATH_0000587
http://purl.obolibrary.org/obo/ENVO_01000577,Radio,Whether the household had a radio.,radio; hh 00m::radio; hh 12m::radio; hh 18m::radio; hh 06m::radio; icemr1 brazil hh 05jul18 st::radio; midline-anthro-public::radio; endline-anthro-public::radio; diar-public::radio; ext bv ses::radio; house radio; enrol dh2::asset radio; RADIO; f4a house radio; f7 house radio; wi house radio; F7 HOUSE RADIO; F4A HOUSE RADIO; BC3 Household Survey Data::radio,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000578,Cassette player,Whether the household had a cassette player.,cassette; hh 12m::cassette; hh 18m::cassette; hh 00m::cassette; hh 06m::cassette; CASSETTE; BC3 Household Survey Data::cassette,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000579,Television,"Whether the household had a television.; Whether the household had a television. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",tv; hh 00m::tv; hh 06m::tv; hh 12m::tv; hh 18m::tv; icemr1 brazil hh 05jul18 st::tela; midline-anthro-public::tv; endline-anthro-public::tv; diar-public::tv; wami 0 5y::fseatv; ext bv ses::tv; house tele; enrol dh2::asset tv; TV; f4a house tele; f7 house tele; F4A HOUSE TELE; F7 HOUSE TELE; BC3 Household Survey Data::tv; fseatv,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000580,Telephone (mobile or non-mobile),,ext bv ses::phon; house phone; telefono; wi house phone; wi house tele; f7 house phone; f4a house phone; F4A HOUSE PHONE; F7 HOUSE PHONE,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000581,Mobile phone,Whether any member of the household owned or had access to a mobile phone.,mobile; hh 00m::mobile; hh 06m::mobile; hh 12m::mobile; hh 18m::mobile; midline-anthro-public::mobilephone; endline-anthro-public::mobilephone; diar-public::mobilephone; enrol dh2::asset mobile; MOBILE; BC3 Household Survey Data::mobile,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000582,Landline phone,,enrol dh2::asset phone; PHONE; BC3 Household Survey Data::phone,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,"Whether the household had a refrigerator.; Whether the household had a refrigerator. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",fridge; hh 18m::fridge; hh 00m::fridge; hh 12m::fridge; hh 06m::fridge; wami 0 5y::fsearef; house fridge; refrigeradora; enrol dh2::asset refrig; FRIDGE; wi house fridge; f4a house fridge; f7 house fridge; F7 HOUSE FRIDGE; F4A HOUSE FRIDGE; BC3 Household Survey Data::fridge; fsearef,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000584,Table,"Whether the household had a table.; Whether the household had a table. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",tble; hh 06m::tble; hh 12m::tble; hh 18m::tble; hh 00m::tble; wami 0 5y::fseatab; ext bv ses::tabl; mesa; enrol dh2::asset table; TABLE; BC3 Household Survey Data::htable; fseatab,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000586,Chair,"Whether the household had chairs.; Whether the household had a chair. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.",chair; hh 06m::chair; hh 18m::chair; hh 00m::chair; hh 12m::chair; wami 0 5y::fseachair2; ext bv ses::chair; silla; enrol dh2::asset chair; CHAIR; BC3 Household Survey Data::chair; fseachair2,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000588,Sofa,Whether the household had a sofa set.,sofa; hh 12m::sofa; hh 06m::sofa; hh 00m::sofa; hh 18m::sofa; icemr1 brazil hh 05jul18 st::sofa; sillon; SOFA; BC3 Household Survey Data::sofa,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000594,Cabinet,,armarios,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000595,Cupboard,Whether the household had a cupboard.,cupboard; hh 00m::cupboard; hh 18m::cupboard; hh 12m::cupboard; hh 06m::cupboard; roperos; enrol dh2::asset wardrobe; CUPBOARD; BC3 Household Survey Data::cupboard,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000596,Clock,Whether the household had a clock.,clock; hh 12m::clock; hh 18m::clock; hh 06m::clock; hh 00m::clock; midline-anthro-public::clock; endline-anthro-public::clock; diar-public::clock; enrol dh2::asset clock; CLOCK; BC3 Household Survey Data::clock,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,Whether any member of the household owned or had access to a bicycle.,bicycle; hh 18m::bicycle; hh 00m::bicycle; hh 06m::bicycle; hh 12m::bicycle; midline-anthro-public::bicycle; endline-anthro-public::bicycle; diar-public::bicycle; ext bv ses::bcycl; enrol dh2::asset bike; BICYCLE; BC3 Household Survey Data::bicycle; bike,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,Whether any member of the household owned or had access to a motorcycle or motor-scooter.,scooter; hh 06m::scooter; hh 12m::scooter; hh 00m::scooter; hh 18m::scooter; icemr1 brazil hh 05jul18 st::motocicl; midline-anthro-public::motorcycle; endline-anthro-public::motorcycle; diar-public::motorcycle; ext bv ses::mcycl; house scoot; enrol dh2::asset moto; SCOOTER; wi house scoot; f4a house scoot; f7 house scoot; F7 HOUSE SCOOT; F4A HOUSE SCOOT; BC3 Household Survey Data::scooter,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
http://purl.obolibrary.org/obo/ENVO_01000744,Dwelling type,"Whether the house is traditional or modern. Determined for households surveyed at baseline only.; Nature of accommodation (building; part of building; caravan, houseboat or other mobile accommodation; etc)",housetype; hh 00m::housetype; cen type of dwelling; BC3 Household Survey Data::housetype,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/ENVO_01000773,Village,,village; crf1 mali project 1 data::village; Village Name,Geographic location,http://purl.obolibrary.org/obo/GAZ_00000448
http://purl.obolibrary.org/obo/ERO_0002033,Host family relationship,relationships to other hosts in the same study; can include multiple relationships,family relationship,Human or Animal,http://purl.obolibrary.org/obo/EUPATH_0000612
http://purl.obolibrary.org/obo/EUPATH_0000001,Building material,,house rad,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0000003,Roof material,"Primary material of the roof.; Observed main material of the roof. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.; Primary material of roof",mmroof; hh 06m::mmroof; hh 12m::mmroof; hh 00m::mmroof; hh 18m::mmroof; icemr1 brazil hh 05jul18 st::cob; wami 0 5y::fseroof; ext bv ses::roof; techo; rooftype; BC3 Household Survey Data::othermmr; BC3 Household Survey Data::mmroof; roof other; roof nat; roof fin; roof rud; fseroof,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0000006,Floor material,"Primary material of floors.; Observed main material of the floor. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.; Primary material of floors",mmfloor; hh 12m::mmfloor; hh 06m::mmfloor; hh 00m::mmfloor; hh 18m::mmfloor; icemr1 brazil hh 05jul18 st::piso; midline-anthro-public::floor; endline-anthro-public::floor; diar-public::floor; wami 0 5y::fsefloor; ext bv ses::flor; floor; piso; floortype; F4A FLOOR; F7 FLOOR; BC3 Household Survey Data::othermmf; BC3 Household Survey Data::mmfloor; floormat; fsefloor,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0000009,Wall material,"Primary material of exterior walls.; Observed main material of the walls. Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.; Primary material of exterior walls",mmewalls; hh 18m::othermme; hh 00m::mmewalls; hh 06m::mmewalls; hh 12m::othermme; hh 18m::mmewalls; hh 12m::mmewalls; icemr1 brazil hh 05jul18 st::par; wami 0 5y::fsewall; ext bv ses::wall; walltype; BC3 Household Survey Data::othermme; BC3 Household Survey Data::mmewalls; hous other; hous rud; hous nat; hous fin; fsewall,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0000014,"Household wealth index, numerical","Household wealth index from principal component analysis. Only assessed for households surveyed at baseline.; Sum of 8 variables: (i) 'Bank account,' (ii) 'Bed,' (iii) 'Chair,' (iv) 'Table,' (v) 'Television,' (vi) 'Refrigerator,' (vii) 'Separate kitchen,' (vii) 'Fewer than 2 people per room.' Positive responses for each of these variables got a score of 1 while negative responses got a score of 0. Used as a component in calculating the WAMI index and ranged from 0 (low) to 8 (high). Socioeconomic status was assessed every 6 months from 6-24 months and again at 60 months of age, with optional assessments from 30-60 months.; The Household Wealth Index (HWI) is a cumulative living standard, calculated using easy-to-collect data on ownership of selected assets, such as televisions and bicycles, materials used for housing construction, types of water access, and sanitation facilities (continuous variable).",wealthindex; hh 00m::wealthindex; icemr1 brazil hh 05jul18 st::i riqueza; wami 0 5y::asset; wealth index; index; Wealth Index; asset,Socioeconomic factors; Socioeconomic status,http://purl.obolibrary.org/obo/EUPATH_0000304; http://purl.obolibrary.org/obo/EUPATH_0011932
http://purl.obolibrary.org/obo/EUPATH_0000015,Eaves,Type of eaves that the dwelling had.; Nature of eaves (exposure to outside air),eaves; hh 06m::eaves; hh 18m::eaves; hh 00m::eaves; hh 12m::eaves; BC3 Household Survey Data::eavesdich,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0000018,Air bricks,Whether air bricks were installed above windows. Only assessed for households included in the entomology survey.; Type of airbricks (if any),hh 06m::airbricks; hh 00m::airbricks; hh 18m::airbricks; hh 12m::airbricks; airbrickcat; BC3 Household Survey Data::airbrick,Dwelling characteristics,http://purl.obolibrary.org/obo/EUPATH_0000303
http://purl.obolibrary.org/obo/EUPATH_0000019,Persons living in house,Number of people in this household.; Total number of people that lived in the target child participant's household. Assessed for the household at enrollment (when target children were in utero).; Number of people in household (scalar measurement); How many people have been living regularly in your household for the past 6 months?,npeople; hh 06m::numpeop; hh 18m::numpeop; hh 12m::numpeop; hh 00m::numpeop; icemr1 brazil hh 05jul18 st::nummorad; cen household size; ext bv ses::hmem; ppl house; enrol dh2::nhh; numpeop; number residents human; f4a ppl house; f7 ppl house; F4A PPL HOUSE; F7 PPL HOUSE; nppllive,Socioeconomic factors; Household information,http://purl.obolibrary.org/obo/EUPATH_0000304; http://purl.obolibrary.org/obo/EUPATH_0000087
